Name,Beginn,Ende,Ligasieg,Ligator,Pokalsieg,Pokaltor,Europasieg,Europator,Sonstigesieg,Sonstigetor,Gesamtsiege,Gesamttore
"Kopatz, Werner",1968,1969,1,0,0,0,0,0,0,0,1,0
"Korff, Johann",1927,1927,0,0,0,0,0,0,1,0,1,0
"Koth, Wolfgang",1987,1987,2,0,0,0,0,0,0,0,2,0
"Köther, Tim",2022,2022,1,0,0,0,0,0,0,0,1,0
"Koutris, Leonardo",2020,2022,27,0,2,0,0,0,0,0,29,0
"Kovacic, Mladen",2000,2000,7,1,0,0,0,0,0,0,7,1
"Kownacki, Dawid",2019,2023,96,25,6,3,0,0,0,0,102,28
"Kowski, Enrico",1999,2000,1,0,1,0,0,0,0,0,2,0
"Krafft, Manfred",1960,1966,125,12,5,0,0,0,1,0,131,12
"Krahforst, Felix",1937,1937,0,0,0,0,0,0,1,0,1,0
"Krajnc, Luka",2020,2021,24,2,0,0,0,0,0,0,24,2
"Krämer, Carsten",1993,1994,2,0,0,0,0,0,0,0,2,0
"Kraus, Hans-Georg",1973,1974,9,0,1,0,0,0,0,0,10,0
"Krecidlo, David",2007,2008,30,0,3,0,0,0,0,0,33,0
"Kremers, Andreas",1985,1986,15,0,2,0,0,0,0,0,17,0
"Kriegler, Werner",1970,1977,279,7,29,5,12,0,7,0,327,12
"Kröner, Oliver",1996,1996,6,0,1,0,0,0,0,0,7,0
"Kronholm, Kenneth",2006,2007,13,0,3,0,0,0,0,0,16,0
"Krostina, Hans",1968,1968,8,0,0,0,0,0,0,0,8,0
"Krüger, Kurt",1939,1952,83,1,7,0,0,0,6,0,96,1
"Krümpelmann, Dirk",1986,1991,132,17,14,3,0,0,0,0,146,20
"Kruse, Robbie",2011,2013,41,4,4,0,0,0,0,0,45,4
"Kruse, Tim",2004,2007,75,7,7,0,0,0,0,0,82,7
"Krüssenberg, Dirk",1964,1967,59,0,4,0,0,0,6,0,69,0
"Kuckelkorn, August",1938,1938,0,0,2,0,0,0,0,0,2,0
"Kuczinski, Günter",1980,1986,121,1,6,0,1,0,0,0,128,1
"Kugler, Heiner",1939,1940,0,0,2,3,0,0,0,0,2,3
"Kujovi?, Emir",2017,2018,20,2,2,0,0,0,0,0,22,2
"Kunovac, ?or?e",2000,2000,10,0,0,0,0,0,0,0,10,0
"Kurt, Yasar",1993,1993,1,0,1,0,0,0,0,0,2,0
"Kurth, Frank",1983,1984,10,0,0,0,0,0,0,0,10,0
"Laenen, Johann",1931,1931,0,0,0,0,0,0,1,0,1,0
"Lambertz, Andreas",2003,2015,320,40,24,4,0,0,2,0,346,44
"Langeneke, Jens",2006,2013,202,32,14,1,0,0,2,0,218,33
"Latka, Martin",2013,2014,30,2,0,0,0,0,0,0,30,2
"Lawarée, Axel",2007,2010,69,21,5,4,0,0,0,0,74,25
"Lehmann, Friedrich",1964,1966,10,0,0,0,0,0,0,0,10,0
"Lenssen, Heinz",1971,1971,1,0,0,0,0,0,0,0,1,0
"Le?niak, Marek",1997,1999,52,16,2,5,0,0,0,0,54,21
"Levels, Tobias",2011,2014,75,0,6,0,0,0,2,0,83,0
"Liendl, Michael",2014,2015,52,11,2,0,0,0,0,0,54,11
"Lietz, Johann",1961,1962,2,1,0,0,0,0,0,0,2,1
"Lindackers, Bruno",1962,1963,18,8,1,0,0,0,0,0,19,8
"Linder, Mike",1987,1987,1,0,0,0,0,0,0,0,1,0
"Lobinger, Lex-Tyger",2021,2022,11,0,0,0,0,0,0,0,11,0
"Löhr, Peter",1980,1985,102,0,7,0,2,0,0,0,111,0
"Loogen, Franz",1948,1950,35,0,0,0,0,0,0,0,35,0
"Loose, Ralf",1987,1993,188,4,13,0,0,0,0,0,201,4
"Lorenzón, Víctor Hugo",2003,2005,43,8,6,1,0,0,0,0,49,9
"Lösch, Markus",2004,2005,20,0,2,0,0,0,0,0,22,0
"Lovren, Davor",2017,2018,16,1,1,0,0,0,0,0,17,1
"Lucoqui, Anderson",2016,2017,3,0,1,0,0,0,0,0,4,0
"Luginger, Jürgen",1987,1988,33,0,2,0,0,0,0,0,35,0
"Lukébakio, Dodi",2018,2019,31,10,3,4,0,0,0,0,34,14
"Lukimya, Assani",2010,2012,64,2,4,0,0,0,2,0,70,2
"Lund, Flemming",1977,1979,62,5,11,3,9,0,0,0,82,8
"Lungwitz, Werner",1966,1973,224,10,15,0,4,0,8,1,251,11
"Madlung, Alexander",2015,2017,34,0,3,0,0,0,0,0,37,0
"Makus, Bruno",1947,1952,123,37,0,0,0,0,0,0,123,37
"Malezas, Stelios",2012,2014,33,0,1,0,0,0,0,0,34,0
"Manga, Ben",1995,1995,3,0,2,0,0,0,0,0,5,0
"Mansfeld, Marcel",2022,2022,5,0,1,0,0,0,0,0,6,0
"Marin, Marcus",2000,2001,33,8,0,0,0,0,0,0,33,8
"Maring, Kurt",1938,1938,0,0,1,0,0,0,0,0,1,0
"Marzok, Lukas",2004,2006,24,0,3,0,0,0,0,0,27,0
"Marzok, Willi",1965,1967,27,7,2,0,0,0,1,0,30,7
"Matheisen, Fritz",1940,1940,0,0,0,0,0,0,1,0,1,0
"Matsumoto, Sanshiro",2003,2004,15,0,5,0,0,0,0,0,20,0
"Mattsson, Jan",1976,1976,23,10,4,2,0,0,0,0,27,12
"Matuschyk, Adam",2012,2012,8,1,0,0,0,0,2,0,10,1
"Matz, Wolfgang",1967,1968,13,2,0,0,0,0,0,0,13,2
"Mauritz, Matthias",1947,1960,323,49,5,0,0,0,0,0,328,49
"Mavrias, Charalampos",2016,2016,15,1,0,0,0,0,0,0,15,1
"Mayer, Frank",2001,2005,113,44,10,7,0,0,0,0,123,51
"Mayer, Werner",1959,1959,1,0,0,0,0,0,0,0,1,0
"Mazany, Guido",1979,1979,1,0,0,0,0,0,0,0,1,0
"Meck, Hans",1927,1929,0,0,0,0,0,0,2,0,2,0
"Mehl, Paul",1933,1949,32,0,10,1,0,0,22,6,64,7
"Mehlhorn, Ulf",1995,1997,57,2,7,0,0,0,0,0,64,2
"Meining, Walter",1940,1940,0,0,1,0,0,0,2,0,3,0
"Melka, Michael",2007,2011,88,0,6,0,0,0,0,0,94,0
"Melunovi?, Ermin",2005,2006,18,0,1,0,0,0,0,0,19,0
"Mertzlufft, Willi",1951,1951,5,1,0,0,0,0,0,0,5,1
"Meyer, Peter",1960,1967,174,119,9,4,0,0,6,4,189,127
"Michels, Dirk",1999,2002,92,5,2,0,0,0,0,0,94,5
"Mileti?, Marinko",1999,2001,35,5,2,0,0,0,0,0,37,5
"Mill, Frank",1994,1996,55,7,4,3,0,0,0,0,59,10
"Minkwitz, Stefan",1994,1996,30,1,2,1,0,0,0,0,32,2
"Mog, Heinz",1947,1947,1,0,0,0,0,0,0,0,1,0
"Möllenbruck, Karl",1955,1956,5,0,0,0,0,0,0,0,5,0
"Mollenhauer, Sven",1992,2002,81,2,1,0,0,0,2,0,84,2
"Morales, Alfredo",2018,2021,65,2,9,0,0,0,0,0,74,2
"Moses, Arthur",1994,1995,19,2,0,0,0,0,1,0,20,2
"Müller, Hans",1947,1957,243,113,1,0,0,0,0,0,244,113
"Murati, Edvin",1998,1999,11,0,2,0,0,0,0,0,13,0
"Nachtigall, Josef",1935,1936,0,0,3,2,0,0,6,5,9,7
"Nagelschmidt, Willi",1952,1952,4,2,0,0,0,0,0,0,4,2
"Nähle, Willi",1927,1927,0,0,0,0,0,0,1,0,1,0
"Narey, Khaled",2021,2022,31,8,2,0,0,0,0,0,33,8
"Nasdalla, Günther",1967,1968,21,6,0,0,0,0,0,0,21,6
"Ndjeng, Marcel",2004,2005,34,3,2,0,0,0,0,0,36,3
"Nedelcu, Drago?",2021,2021,10,0,1,0,0,0,0,0,11,0
"Nedeljkovic, Sinisa",2005,2005,1,0,0,0,0,0,0,0,1,0
"Nehrbauer, Thorsten",1998,1999,25,1,1,0,0,0,0,0,26,1
"Nettekoven, Patrick",2007,2007,1,0,0,0,0,0,0,0,1,0
"Neuhaus, Florian",2017,2018,27,6,2,0,0,0,0,0,29,6
"Neuhaus, Sven",1999,2000,13,0,0,0,0,0,0,0,13,0
"Neumann, Franz",1927,1927,0,0,0,0,0,0,1,0,1,0
"Neumeyer, Andreas",2004,2004,2,0,2,0,0,0,0,0,4,0
"Neuschäfer, Hans",1956,1958,38,17,0,0,0,0,0,0,38,17
"Ngombo, Maecky",2016,2016,6,0,1,0,0,0,0,0,7,0
"Nielsen, David",1996,1996,13,1,2,1,0,0,0,0,15,2
"Nielsen, Håvard",2017,2018,23,0,1,0,0,0,0,0,24,0
"Niemiec, Jona",2023,aktiv,14,1,1,0,0,0,0,0,15,1
"Nienhaus, Ewald",1957,1958,12,3,0,0,0,0,0,0,12,3
"Niepenberg, Matthias",1927,1927,0,0,0,0,0,0,1,0,1,0
"Niestroj, Robert",1997,2004,117,14,13,1,0,0,0,0,130,15
"Noth, Willi",1949,1951,14,0,0,0,0,0,0,0,14,0
"Nounouh, Hassan[3]",2003,2007,0,0,3,0,0,0,0,0,3,0
"Novák, Ji?í",1993,1993,12,0,0,0,0,0,0,0,12,0
"Nulle, Carsten",2004,2006,26,0,3,0,0,0,0,0,29,0
"Nuorela, Jussi",1999,2000,26,0,2,0,0,0,0,0,28,0
"Obafemi, Abiodun",1993,1997,3,0,0,0,0,0,1,0,4,0
"Oberdorf, Tim",2021,aktiv,47,2,5,0,0,0,0,0,52,2
"Oberleitner, Markus",1997,1997,13,0,0,0,0,0,0,0,13,0
"Oehrl, Torsten",2010,2010,15,2,0,0,0,0,0,0,15,2
"Ofori, Kelvin",2019,2021,12,0,6,1,0,0,0,0,18,1
"?mae, Genki",2013,2013,8,0,1,0,0,0,0,0,9,0
"Omogie, Alex",2000,2000,8,0,0,0,0,0,0,0,8,0
"Ormslev, Pétur",1982,1984,28,2,3,0,0,0,0,0,31,2
"Otta, Walter",2004,2005,9,0,2,0,0,0,0,0,11,0
"Ouass, Farid",2001,2001,1,0,0,0,0,0,0,0,1,0
"Ouejdide, Kamel",2003,2004,24,7,3,1,0,0,0,0,27,8
"Pajonk, Bernhard",1980,1980,1,0,0,0,0,0,0,0,1,0
"Paliku?a, Robert",2006,2009,62,6,3,0,0,0,0,0,65,6
"Pan?ev, Darko",1995,1996,14,2,3,1,0,0,0,0,17,3
"Panferov, Gleb",1997,1998,9,1,0,0,0,0,0,0,9,1
"Papies, Jürgen",1967,1970,66,42,0,0,0,0,0,0,66,42
"Pasic, Vladimir",1996,1997,9,0,1,0,0,0,0,0,10,0
"Pasini, Mariano",2004,2005,24,3,2,0,0,0,0,0,26,3
"Paulus, Helmut",1935,1938,0,0,4,3,0,0,1,1,5,4
"Paurevi?, Ivan",2012,2014,22,0,0,0,0,0,0,0,22,0
"Pawlak, Stanislaus",1954,1954,1,0,0,0,0,0,0,0,1,0
"Pejovi?, Zvezdan",1995,1996,14,0,0,0,0,0,0,0,14,0
"Pesch, Willi",1927,1939,0,0,10,0,0,0,36,0,46,0
"Peterson, Kristoffer",2020,2023,81,12,5,2,0,0,0,0,86,14
"Petrick, Marc",2002,2003,17,0,5,0,0,0,0,0,22,0
"Petrovic, Slobodan",1993,1994,1,0,0,0,0,0,0,0,1,0
"Pfeifer, Werner",1962,1964,32,0,0,0,0,0,0,0,32,0
"Pickartz, Hans",1938,1941,0,0,10,8,0,0,21,17,31,25
"Piette, Samuel",2014,2014,2,0,0,0,0,0,0,0,2,0
"Pinto, Sérgio",2014,2015,21,1,1,1,0,0,0,0,22,2
"Pionczewski, Bruno",1947,1947,2,0,0,0,0,0,0,0,2,0
"Piotrowski, Jakub",2020,2022,43,1,3,0,0,0,0,0,46,1
"Pârvu, Ionel",1998,1999,7,0,0,0,0,0,0,0,7,0
"Pizarro, Nelson",1998,1999,22,0,2,2,0,0,0,0,24,2
"Pledl, Thomas",2019,2022,33,1,3,1,0,0,0,0,36,2
"Pluntke, Maurice",2015,2015,1,0,0,0,0,0,0,0,1,0
"Podszus, Marcel",2004,2007,87,26,7,3,0,0,0,0,94,29
"Pohjanpalo, Joel",2014,2016,55,13,3,0,0,0,0,0,58,13
"Policella, Gustav",2004,2005,26,8,2,0,0,0,0,0,28,8
"Poutilo, Oleg",1999,2001,68,22,2,1,0,0,0,0,70,23
"Preetz, Michael",1986,1990,91,20,10,4,0,0,0,0,101,24
"Prib, Edgar",2020,2022,43,1,4,0,0,0,0,0,47,1
"Prostka, Dennis",2001,2002,13,0,0,0,0,0,0,0,13,0
"Pusic, Ivan",2005,2007,44,4,4,2,0,0,0,0,48,6
"Quallo, Peter",1992,1993,15,0,1,0,0,0,0,0,16,0
"Quarz, Martin",1953,1954,8,0,0,0,0,0,0,0,8,0
"Rada, Petr",1988,1995,109,7,5,0,0,0,6,0,120,7
"Radojewski, Peter",1987,1989,10,1,0,0,0,0,0,0,10,1
"Radschuweit, Jürgen",1999,2000,49,4,2,0,0,0,0,0,51,4
"Rafael, Nando",2012,2013,11,2,3,1,0,0,0,0,14,3
"Rahn, Uwe",1992,1992,15,5,0,0,0,0,0,0,15,5
"Raman, Benito",2017,2019,58,20,3,1,0,0,0,0,61,21
"Ramírez, Cristian",2013,2014,16,0,1,0,0,0,0,0,17,0
"Ratajczak, Lothar",1962,1963,12,1,1,0,0,0,0,0,13,1
"Ratajczak, Michael",2007,2012,78,0,6,0,0,0,2,0,86,0
"Reisinger, Stefan",2012,2013,39,9,3,1,0,0,0,0,42,10
"Rensing, Michael",2013,2019,132,0,5,0,0,0,0,0,137,0
"Rentmeister, Michael",2002,2002,2,1,0,0,0,0,0,0,2,1
"Retterath, Bastian",2002,2003,9,0,4,0,0,0,0,0,13,0
"Richert, Helmut",1968,1970,39,12,0,0,0,0,0,0,39,12
"Rick, Horst",1958,1960,12,0,0,0,0,0,0,0,12,0
"Ries, Leo",1948,1948,8,0,0,0,0,0,0,0,8,0
"Riethmann, Gerd",1970,1971,4,0,0,0,0,0,1,0,5,0
"Rietpietsch, Mike",1997,1998,28,3,1,0,0,0,0,0,29,3
"Risse, Josef",1953,1955,9,2,0,0,0,0,0,0,9,2
"Ritter, Marlon",2016,2017,5,0,1,0,0,0,0,0,6,0
"Roche, Anthony",2003,2004,12,0,0,0,0,0,0,0,12,0
"Rockenbach, Thiago",2010,2010,2,0,0,0,0,0,0,0,2,0
"Römer, Werner",1947,1947,2,0,0,0,0,0,0,0,2,0
"Ronca, Michael",1992,1992,7,0,0,0,0,0,0,0,7,0
"Rösele, Michael",2002,2003,23,6,4,1,0,0,0,0,27,7
"Rösler, Sascha",2010,2012,57,19,3,3,0,0,0,0,60,22
"Rossow, Dennis",2002,2002,23,0,3,0,0,0,0,0,26,0
Runge,1941,1941,1,0,0,0,0,0,0,0,1,0
"Rüzgar, Kemal",2016,2016,1,0,0,0,0,0,0,0,1,0
"?ahin, Kenan",2008,2008,21,5,3,0,0,0,0,0,24,5
"Sankharé, Aboubacar",2003,2004,21,1,3,0,0,0,0,0,24,1
"Sararer, Sercan",2015,2016,24,3,2,0,0,0,0,0,26,3
"Schäfer, Franz-Josef",1954,1958,17,2,1,0,0,0,0,0,18,2
"Schäfer, Klaus",1960,1962,63,0,0,0,0,0,0,0,63,0
"Schahin, Dani",2012,2013,31,8,2,0,0,0,0,0,33,8
"Scharpenberg, Frank",2005,2005,16,0,2,0,0,0,0,0,18,0
"Schauerte, Julian",2014,2018,111,1,7,0,0,0,0,0,118,1
"Schenk, Werner",1940,1940,0,0,1,0,0,0,2,0,3,0
"Scheurer, Uwe",1959,1960,7,2,0,0,0,0,0,0,7,2
"Schilbock, Dirk",1992,1992,5,0,0,0,0,0,0,0,5,0
"Schmadtke, Jörg",1985,1993,244,0,19,0,0,0,0,0,263,0
"Schmidkunz, Anton",1984,1985,7,0,1,0,0,0,0,0,8,0
"Schmidt, Hans",1939,1939,0,0,1,0,0,0,0,0,1,0
"Schmidtgal, Heinrich",2013,2015,18,0,1,1,0,0,0,0,19,1
"Schmitt, Oliver",1996,1996,2,0,0,0,0,0,0,0,2,0
"Schmitz, Gerd",1966,1966,1,0,0,0,0,0,0,0,1,0
"Schmitz, Hubert",1976,1981,74,14,13,1,9,0,0,0,96,15
"Schmitz, Lukas",2014,2018,94,3,4,0,0,0,0,0,98,3
"Schön, Frank",2002,2004,63,6,10,0,0,0,0,0,73,6
"Schönbeck, Helmut",1959,1959,6,0,0,0,0,0,0,0,6,0
"Schonert, Frank-Michael",1975,1975,6,0,0,0,0,0,0,0,6,0
"Schreiber, Dirk",1995,1995,3,1,0,0,0,0,0,0,3,1
"Schreier, Christian",1991,1992,30,8,2,1,0,0,0,0,32,9
"Schröers, Hannes",1961,1961,2,0,0,0,0,0,0,0,2,0
"Schubart, Herbert",1937,1939,0,0,4,2,0,0,12,5,16,7
"Schuberth, Jörg",1990,1992,19,3,1,0,0,0,0,0,20,3
"Schult, Jürgen",1964,1967,62,27,2,0,0,0,2,2,66,29
"Schulz, Hans",1971,1974,74,12,8,1,3,0,0,0,85,13
Schüttenberg,1941,1941,0,0,2,0,0,0,0,0,2,0
"Schütz, Michael",1987,1993,205,22,14,2,0,0,0,0,219,24
"Schwan, Egon",1954,1955,6,0,0,0,0,0,0,0,6,0
"Schwarzbach, Helmar",1966,1968,12,0,1,0,0,0,0,0,13,0
"Schwertfeger, Kai",2008,2011,38,0,0,0,0,0,0,0,38,0
"Schwinkendorf, Jörn",1995,1996,18,0,4,0,0,0,0,0,22,0
"Seel, Wolfgang",1973,1982,274,59,41,10,28,5,0,0,343,74
"Seeliger, Thomas",1987,1997,105,16,6,2,0,0,0,0,111,18
"Sehl, Günter",1955,1961,13,4,0,0,0,0,0,0,13,4
"Senger, Klaus",1971,1973,26,0,4,0,0,0,0,0,30,0
"Servais, Mathias",1948,1948,1,0,0,0,0,0,0,0,1,0
"Sesterhenn, Marc",2001,2004,79,1,8,1,0,0,0,0,87,2
"Shala, Kujtim",1995,1996,15,0,3,0,0,0,0,0,18,0
"Shipnoski, Nicklas",2021,2021,11,0,1,1,0,0,0,0,12,1
"Shittu, Ganiyu",1998,2002,90,19,3,1,0,0,0,0,93,20
"Sichmann, Peter",1972,1972,0,0,3,0,0,0,0,0,3,0
"Sieben, Phil",2021,2022,2,0,1,0,0,0,0,0,3,0
"Siebert, Jamil",2020,aktiv,6,0,1,0,0,0,0,0,7,0
"Sieger, Stephan",2008,2010,48,1,3,1,0,0,0,0,51,2
"Simonet, Willi",1948,1949,17,6,0,0,0,0,0,0,17,6
"Skrzybski, Steven",2020,2020,11,1,1,0,0,0,0,0,12,1
"Soares, Bruno",2013,2015,43,1,1,0,0,0,0,0,44,1
"Sobottka, Marcel",2015,aktiv,190,14,16,2,0,0,0,0,206,16
"Spanring, Martin",1990,1992,49,3,2,0,0,0,0,0,51,3
"Spier, Adrian",2007,2007,3,0,2,0,0,0,0,0,5,0
"Spillmann, Jörg",1989,1991,2,0,0,0,0,0,0,0,2,0
"Spölgen, Hermann",1947,1948,28,0,0,0,0,0,0,0,28,0
"Stapel, Oliver",1993,1994,17,1,1,0,0,0,2,0,20,1
"Steegmann, Julius",2005,2006,12,0,1,1,0,0,0,0,13,1
"Stefes, Manfred",1992,1993,6,0,0,0,0,0,0,0,6,0
"Steffen, Bernhard",1957,1966,225,51,9,0,0,0,3,1,237,52
"Steffen, Zack",2019,2019,17,0,1,0,0,0,0,0,18,0
"Steigleder, Josef",1947,1948,22,1,0,0,0,0,0,0,22,1
"Steinhauf, Michael",1993,1994,9,0,0,0,0,0,0,0,9,0
"Stiller, Hans-Jörg",1979,1979,1,0,0,0,0,0,0,0,1,0
"Stockhausen, Horst",1963,1965,34,7,0,0,0,0,0,0,34,7
"Stöger, Kevin",2018,2020,42,1,5,2,0,0,0,0,47,3
"Strack, Gerd",1987,1988,17,2,2,0,0,0,0,0,19,2
"Straschitz, Hermann",1960,1964,104,42,5,1,0,0,0,0,109,43
"Straus, Reinhold",1963,1967,120,40,4,1,0,0,6,1,130,42
"Streich, Werner",1948,1949,14,0,0,0,0,0,0,0,14,0
"Strelec, Milan",2002,2002,5,0,0,0,0,0,0,0,5,0
"Strerath, Stefan",1992,1993,45,6,3,0,0,0,0,0,48,6
"Ströer, Heinz",1958,1959,5,2,0,0,0,0,0,0,5,2
"Strohdiek, Christian",2015,2016,17,0,1,0,0,0,0,0,18,0
"Suttner, Markus",2019,2020,27,1,2,0,0,0,0,0,29,1
"Szymanek, Detlev",1976,1978,35,11,6,2,0,0,0,0,41,13
"Tah, Jonathan",2014,2015,23,0,0,0,0,0,0,0,23,0
"Tanaka, Ao",2021,aktiv,54,2,5,0,0,0,0,0,59,2
"Tare, Igli",1997,1999,63,24,3,3,0,0,0,0,66,27
"Taskin, Eren",2013,2013,1,0,0,0,0,0,0,0,1,0
"Tauer, Jan",2002,2003,27,3,3,0,0,0,0,0,30,3
"Tekpetey, Bernard",2019,2020,9,0,1,0,0,0,0,0,10,0
"Tengstedt, René",1998,1999,4,0,1,0,0,0,0,0,5,0
"Terodde, Simon",2009,2009,8,1,1,0,0,0,0,0,9,1
"Tesche, Robert",2013,2013,14,0,0,0,0,0,0,0,14,0
"Theis, Amand",1980,1984,105,10,7,1,4,1,0,0,116,12
"Thiele, Günter",1980,1986,128,44,10,2,3,0,0,0,141,46
"Thomas, Dean",1985,1988,81,9,7,2,0,0,0,0,88,11
"Thommy, Erik",2019,2020,34,6,3,0,0,0,0,0,37,6
Tiago,2010,2011,8,0,0,0,0,0,0,0,8,0
"Tolkmitt, Mario",1997,1997,17,0,0,0,0,0,0,0,17,0
"Tonello, Raffael",1995,1997,26,5,1,0,0,0,0,0,27,5
"Torghelle, Sándor",2010,2011,16,1,1,0,0,0,0,0,17,1
"Trautwein, Kurt",1931,1933,0,0,0,0,0,0,5,0,5,0
"Trienekens, Stefan",1991,1998,13,0,0,0,0,0,0,0,13,0
"Turek, Toni",1950,1955,133,0,0,0,0,0,0,0,133,0
"Tusch, Franz",1939,1940,0,0,2,0,0,0,3,0,5,0
"Tytartchuk, Sergii",2002,2004,70,17,13,6,0,0,0,0,83,23
"Tzolis, Christos",2023,aktiv,2,2,1,1,0,0,0,0,3,3
"Uchino, Takashi",2022,aktiv,8,0,1,0,0,0,0,0,9,0
"Ulrich, Christoph",2001,2001,1,0,0,0,0,0,0,0,1,0
"Unger, Lars",1997,1998,39,1,3,0,0,0,0,0,42,1
"Unnerstall, Lars",2014,2015,10,0,2,0,0,0,0,0,12,0
"Urban, Robin",2015,2015,1,0,0,0,0,0,0,0,1,0
"Usami, Takashi",2017,2019,47,9,3,0,0,0,0,0,50,9
"van den Bergh, Johannes",2009,2013,124,0,8,0,0,0,2,0,134,0
"van den Bergh, Lukas[1]",2007,2007,0,0,1,0,0,0,0,0,1,0
"van Duinen, Mike",2015,2015,12,1,2,0,0,0,0,0,14,1
"Varveri, Daniele",2001,2003,30,0,3,0,0,0,0,0,33,0
"Vermeij, Vincent",2023,aktiv,4,1,1,1,0,0,0,0,5,2
"Vieira, Rodrigo",1997,1998,17,1,1,0,0,0,0,0,18,1
"Vigna, Werner",1955,1965,93,0,5,0,0,0,0,0,98,0
"Voigt, Ralf",1993,1995,44,11,0,0,0,0,6,0,50,11
"Volberg, Hans-Erwin",1961,1963,27,4,3,2,0,0,0,0,30,6
"von Diericke, Ralf",1983,1984,14,0,0,0,0,0,0,0,14,0
"Voronin, Andriy",2012,2013,10,0,1,0,0,0,0,0,11,0
"Vossen, Heinz",1999,2000,16,1,1,0,0,0,0,0,17,1
"Vucic, Goran",2000,2002,32,0,0,0,0,0,0,0,32,0
"Vukadinovic, Dejan",2001,2002,11,0,1,0,0,0,0,0,12,0
"Vukan?i?, Niko",2022,2022,1,0,0,0,0,0,0,0,1,0
"Walbaum, Johannes",2008,2008,8,0,1,0,0,0,0,0,9,0
"Walther, Thorsten",1997,1999,47,0,2,0,0,0,0,0,49,0
"Walz, Richard",1988,1991,69,12,6,2,0,0,0,0,75,14
"Weber, Christian",2009,2015,83,1,4,0,0,0,0,0,87,1
"Wegkamp, Gerrit",2012,2013,6,0,2,0,0,0,0,0,8,0
"Weidemann, Uwe",1999,2002,63,3,2,0,0,0,0,0,65,3
"Weikl, Björn",2001,2002,29,0,0,0,0,0,0,0,29,0
"Weikl, Josef",1977,1988,339,26,36,5,16,0,0,0,391,31
Weiser,1940,1940,0,0,1,0,0,0,0,0,1,0
Wellington,2010,2010,6,1,1,0,0,0,0,0,7,1
"Wenzel, Rüdiger",1979,1984,143,36,17,7,8,3,0,0,168,46
"Werner, Karl",1988,1997,232,7,17,1,0,0,6,0,255,8
"Weschke, Lothar",1968,1972,96,17,3,1,0,0,3,1,102,19
"Weyer, Willi",1951,1954,53,5,0,0,0,0,0,0,53,5
"Wiesner, Tim",2017,2017,1,0,0,0,0,0,0,0,1,0
"Wigold, Willi",1933,1939,0,0,8,1,0,0,30,11,38,12
"Wilz, Wilfried",1947,1948,15,4,0,0,0,0,0,0,15,4
"Wimmer, Jakob",1952,1958,124,4,1,0,0,0,0,0,125,4
"Winkhold, André",1993,1996,90,4,7,0,0,0,6,0,103,4
"Winter, Bernd",1992,1993,29,5,2,0,0,0,0,0,31,5
"Wirtz, Heinz",1979,1981,34,1,9,0,5,0,0,0,48,1
"Wittmann, Jürgen",1990,1991,10,0,0,0,0,0,0,0,10,0
"Wojtowicz, Rudolf",1986,1992,144,1,13,0,0,0,0,0,157,1
"Wolf, Denis",2005,2007,55,7,4,0,0,0,0,0,59,7
"Wolf, Raphael",2017,2022,40,0,3,0,0,0,0,0,43,0
"Wolff, Heinz",1951,1952,10,4,0,0,0,0,0,0,10,4
"Wolfframm, Franz-Josef",1957,1964,170,75,9,5,0,0,0,0,179,80
"Wolters, Hans",1959,1959,4,1,0,0,0,0,0,0,4,1
"Wöske, Dieter",1958,1961,62,23,2,0,0,0,0,0,64,23
"Woyke, Wilfried",1966,1978,232,0,26,0,11,0,5,0,274,0
"Wünsche, Gert",1965,1969,87,0,3,0,0,0,6,0,96,0
"Wuttke, Horst",1950,1953,69,7,0,0,0,0,0,0,69,7
"Ya Konan, Didier",2015,2016,20,4,2,0,0,0,0,0,22,4
"Yesilöz, Emin",2001,2002,6,0,1,0,0,0,0,0,7,0
"Yildirim, Özkan",2016,2017,15,1,0,0,0,0,0,0,15,1
"Yonga, Francis",1998,2000,11,0,0,0,0,0,0,0,11,0
"Younga-Mouhani, Macchambes",1996,1997,29,3,0,0,0,0,0,0,29,3
"Y?ki, K?z?",2009,2009,2,0,0,0,0,0,0,0,2,0
"Zaimovi?, Dženan",2000,2001,18,2,0,0,0,0,0,0,18,2
Zanka,2020,2020,9,0,2,1,0,0,0,0,11,1
"Zedi, Kristian",1997,1999,41,1,1,0,0,0,0,0,42,1
"Zedi, Rudolf",1999,2002,113,10,2,0,0,0,0,0,115,10
"Zellmann, Dennis",2000,2001,3,0,0,0,0,0,0,0,3,0
"Zewe, Gerd",1972,1987,440,42,59,3,29,2,0,0,528,47
"Zeyer, Michael",2003,2004,33,7,5,0,0,0,0,0,38,7
"Zimmer, Herbert",1977,1979,22,2,5,0,2,0,0,0,29,2
"Zimmer, Jean",2017,2020,72,2,8,0,0,0,0,0,80,2
"Zimmermann, Gerd",1974,1980,166,40,25,6,14,3,0,0,205,49
"Zimmermann, Horst",1958,1964,98,1,5,0,0,0,0,0,103,1
"Zimmermann, Matthias",2018,aktiv,159,10,10,1,0,0,0,0,169,11
"Zivic, Tomislav",2007,2007,0,0,1,0,0,0,0,0,1,0
"Živkovi?, Zvonko",1987,1988,20,4,1,0,0,0,0,0,21,4
"Zöllner, Josef",1947,1947,2,0,0,0,0,0,0,0,2,0
"Zoundi, Patrick",2009,2011,42,2,1,0,0,0,0,0,43,2
"Zwolanowski, Felix",1933,1949,14,0,21,5,0,0,36,10,71,15
